symbol,episode_view,episode_id,event_id,event_family,side,calendar_month,chronological_third,observation_role,observation_identity,observation_timestamp,available_history_status,scale,representation,volatility_regime,regime_reason,atr_to_prior_96_median,ohlc_closed_through
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001389,2024-10-06T00:00:00Z,AVAILABLE,15m,HYBRID_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.090450876,2024-10-06T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001389,2024-10-06T00:00:00Z,AVAILABLE,1H,FIXED_8,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.3555610483,2024-10-06T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001389,2024-10-06T00:00:00Z,AVAILABLE,1H,DIRECTION_RUN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.3555610483,2024-10-06T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001389,2024-10-06T00:00:00Z,AVAILABLE,1H,ATR_ORIGIN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.3555610483,2024-10-06T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001389,2024-10-06T00:00:00Z,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.3555610483,2024-10-06T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001389,2024-10-06T00:00:00Z,AVAILABLE,1H,HYBRID_ORIGIN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.3555610483,2024-10-06T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244|CONTROL,,AVAILABLE,15m,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244|CONTROL,,AVAILABLE,15m,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244|CONTROL,,AVAILABLE,15m,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244|CONTROL,,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244|CONTROL,,AVAILABLE,15m,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244|CONTROL,,AVAILABLE,1H,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244|CONTROL,,AVAILABLE,1H,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244|CONTROL,,AVAILABLE,1H,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244|CONTROL,,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244,BTCUSDT-F001389,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00244|CONTROL,,AVAILABLE,1H,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001390,2024-10-06T08:00:00Z,AVAILABLE,15m,FIXED_8,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.7203090599,2024-10-06T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001390,2024-10-06T08:00:00Z,AVAILABLE,15m,DIRECTION_RUN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.7203090599,2024-10-06T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001390,2024-10-06T08:00:00Z,AVAILABLE,15m,ATR_ORIGIN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.7203090599,2024-10-06T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001390,2024-10-06T08:00:00Z,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.7203090599,2024-10-06T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001390,2024-10-06T08:00:00Z,AVAILABLE,15m,HYBRID_ORIGIN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.7203090599,2024-10-06T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001390,2024-10-06T08:00:00Z,AVAILABLE,1H,FIXED_8,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.3859331991,2024-10-06T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001390,2024-10-06T08:00:00Z,AVAILABLE,1H,DIRECTION_RUN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.3859331991,2024-10-06T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001390,2024-10-06T08:00:00Z,AVAILABLE,1H,ATR_ORIGIN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.3859331991,2024-10-06T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001390,2024-10-06T08:00:00Z,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.3859331991,2024-10-06T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001390,2024-10-06T08:00:00Z,AVAILABLE,1H,HYBRID_ORIGIN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.3859331991,2024-10-06T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245|CONTROL,,AVAILABLE,15m,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245|CONTROL,,AVAILABLE,15m,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245|CONTROL,,AVAILABLE,15m,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245|CONTROL,,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245|CONTROL,,AVAILABLE,15m,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245|CONTROL,,AVAILABLE,1H,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245|CONTROL,,AVAILABLE,1H,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245|CONTROL,,AVAILABLE,1H,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245|CONTROL,,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245,BTCUSDT-F001390,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00245|CONTROL,,AVAILABLE,1H,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001406,2024-10-11T16:00:00Z,AVAILABLE,15m,FIXED_8,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.753551792,2024-10-11T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001406,2024-10-11T16:00:00Z,AVAILABLE,15m,DIRECTION_RUN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.753551792,2024-10-11T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001406,2024-10-11T16:00:00Z,AVAILABLE,15m,ATR_ORIGIN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.753551792,2024-10-11T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001406,2024-10-11T16:00:00Z,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.753551792,2024-10-11T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001406,2024-10-11T16:00:00Z,AVAILABLE,15m,HYBRID_ORIGIN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.753551792,2024-10-11T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001406,2024-10-11T16:00:00Z,AVAILABLE,1H,FIXED_8,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.7712227577,2024-10-11T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001406,2024-10-11T16:00:00Z,AVAILABLE,1H,DIRECTION_RUN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.7712227577,2024-10-11T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001406,2024-10-11T16:00:00Z,AVAILABLE,1H,ATR_ORIGIN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.7712227577,2024-10-11T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001406,2024-10-11T16:00:00Z,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.7712227577,2024-10-11T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001406,2024-10-11T16:00:00Z,AVAILABLE,1H,HYBRID_ORIGIN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.7712227577,2024-10-11T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246|CONTROL,,AVAILABLE,15m,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246|CONTROL,,AVAILABLE,15m,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246|CONTROL,,AVAILABLE,15m,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246|CONTROL,,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246|CONTROL,,AVAILABLE,15m,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246|CONTROL,,AVAILABLE,1H,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246|CONTROL,,AVAILABLE,1H,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246|CONTROL,,AVAILABLE,1H,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246|CONTROL,,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246,BTCUSDT-F001406,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00246|CONTROL,,AVAILABLE,1H,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001407,2024-10-12T00:00:00Z,AVAILABLE,15m,FIXED_8,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.095447548,2024-10-12T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001407,2024-10-12T00:00:00Z,AVAILABLE,15m,DIRECTION_RUN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.095447548,2024-10-12T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001407,2024-10-12T00:00:00Z,AVAILABLE,15m,ATR_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.095447548,2024-10-12T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001407,2024-10-12T00:00:00Z,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.095447548,2024-10-12T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001407,2024-10-12T00:00:00Z,AVAILABLE,15m,HYBRID_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.095447548,2024-10-12T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001407,2024-10-12T00:00:00Z,AVAILABLE,1H,FIXED_8,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.062466973,2024-10-12T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001407,2024-10-12T00:00:00Z,AVAILABLE,1H,DIRECTION_RUN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.062466973,2024-10-12T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001407,2024-10-12T00:00:00Z,AVAILABLE,1H,ATR_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.062466973,2024-10-12T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001407,2024-10-12T00:00:00Z,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.062466973,2024-10-12T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001407,2024-10-12T00:00:00Z,AVAILABLE,1H,HYBRID_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.062466973,2024-10-12T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247|CONTROL,,AVAILABLE,15m,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247|CONTROL,,AVAILABLE,15m,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247|CONTROL,,AVAILABLE,15m,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247|CONTROL,,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247|CONTROL,,AVAILABLE,15m,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247|CONTROL,,AVAILABLE,1H,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247|CONTROL,,AVAILABLE,1H,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247|CONTROL,,AVAILABLE,1H,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247|CONTROL,,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247,BTCUSDT-F001407,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00247|CONTROL,,AVAILABLE,1H,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00248,BTCUSDT-F001408,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001408,2024-10-12T08:00:00Z,AVAILABLE,15m,FIXED_8,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.4201660353,2024-10-12T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00248,BTCUSDT-F001408,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001408,2024-10-12T08:00:00Z,AVAILABLE,15m,DIRECTION_RUN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.4201660353,2024-10-12T08:00:00Z
