instrument,child_scale,parent_direction,parent_start,counter_start,balance_start,reassertion_time,end_time,parent_invalidation_boundary,parent_intact,child_counter_motion,counter_progress_decay,balance_or_overlap,failed_counter_extension,parent_reassertion,reassertion_atr,counter_displacement_atr,counter_efficiency,overlap_ratio,alternation_rate,parent_elapsed_bars,child_elapsed_bars,child_parent_amplitude_ratio,child_parent_duration_ratio,parameter_factor,diagnostic_flag,diagnostic_reason,interval_id,variant,boundary_margin_threshold_atr,boundary_distance_atr,gate_pass,counter_boundary_preserved,balance_boundary_preserved,reassertion_boundary_preserved
ADAUSDT,1H_FALLBACK,UP,2024-02-25 16:00:00,2024-02-27 00:00:00,2024-02-27 12:00:00,2024-02-27 16:00:00,2024-02-27 16:00:00,0.5732,1,1,1,1,1,1,0.976228,0.640094,0.464286,0.849513,1.0,8,4,0.463265,0.5,1.0,0,,ADA_1450,BOUNDARY_AT_COUNTER_END,0.0,3.941891,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-02-26 04:00:00,2024-02-27 12:00:00,2024-02-28 00:00:00,2024-02-28 04:00:00,2024-02-28 04:00:00,0.5732,1,1,0,1,0,1,0.752837,-0.277604,0.168142,0.884911,0.666667,8,4,0.392606,0.5,1.0,0,,ADA_1453,BOUNDARY_AT_COUNTER_END,0.0,3.784904,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-02-26 12:00:00,2024-02-27 20:00:00,2024-02-28 08:00:00,2024-02-28 12:00:00,2024-02-28 12:00:00,0.5753,1,1,1,1,1,1,0.88547,-0.05364,0.038095,0.714032,1.0,8,4,0.641682,0.5,1.0,0,,ADA_1455,BOUNDARY_AT_COUNTER_END,0.0,3.841026,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-02-27 00:00:00,2024-02-28 08:00:00,2024-02-28 20:00:00,2024-02-29 00:00:00,2024-02-29 00:00:00,0.6073,1,1,1,1,0,1,0.655726,-0.214198,0.08547,0.684107,0.666667,8,4,2.859031,0.5,1.0,0,,ADA_1458,BOUNDARY_AT_COUNTER_END,0.0,1.68,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-02-27 04:00:00,2024-02-28 12:00:00,2024-02-29 00:00:00,2024-02-29 04:00:00,2024-02-29 04:00:00,0.6073,1,1,1,1,0,1,1.680163,-0.141572,0.063457,0.528728,0.333333,8,4,2.730667,0.5,1.0,0,,ADA_1459,BOUNDARY_AT_COUNTER_END,0.0,3.111564,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-02-28 00:00:00,2024-02-29 08:00:00,2024-02-29 20:00:00,2024-03-01 00:00:00,2024-03-01 00:00:00,0.5961,1,1,1,1,1,1,0.609137,1.301359,0.885856,0.664829,0.666667,8,4,0.673828,0.5,1.0,0,,ADA_1464,BOUNDARY_AT_COUNTER_END,0.0,2.592217,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-02-28 08:00:00,2024-02-29 16:00:00,2024-03-01 04:00:00,2024-03-01 08:00:00,2024-03-01 08:00:00,0.5961,1,1,1,1,1,1,0.701468,0.430938,0.259259,0.676743,1.0,8,4,0.496007,0.5,1.0,0,,ADA_1466,BOUNDARY_AT_COUNTER_END,0.0,2.916803,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-02-28 20:00:00,2024-03-01 04:00:00,2024-03-01 16:00:00,2024-03-01 20:00:00,2024-03-01 20:00:00,0.6112,1,1,1,1,0,1,0.913043,-0.878947,0.688776,0.571104,0.666667,8,4,0.595287,0.5,1.0,0,,ADA_1469,BOUNDARY_AT_COUNTER_END,0.0,3.469565,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-02-29 00:00:00,2024-03-01 08:00:00,2024-03-01 20:00:00,2024-03-02 00:00:00,2024-03-02 00:00:00,0.6223,1,1,1,1,0,1,1.206781,-1.105126,0.735931,0.475021,0.333333,8,4,1.178035,0.5,1.0,0,,ADA_1470,BOUNDARY_AT_COUNTER_END,0.0,4.456065,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-03-01 08:00:00,2024-03-02 16:00:00,2024-03-03 04:00:00,2024-03-03 08:00:00,2024-03-03 08:00:00,0.6619,1,1,0,1,0,1,0.575444,1.084325,0.954397,0.769219,0.666667,8,4,0.578999,0.5,1.0,0,,ADA_1478,BOUNDARY_AT_COUNTER_END,0.0,2.420578,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-03-03 20:00:00,2024-03-05 04:00:00,2024-03-05 16:00:00,2024-03-05 20:00:00,2024-03-05 20:00:00,0.7219,0,1,0,1,0,1,1.320538,3.519817,0.809524,0.703672,0.666667,8,4,2.765319,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1493,BOUNDARY_AT_COUNTER_END,0.0,-0.67979,1,1,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-03-10 00:00:00,2024-03-11 08:00:00,2024-03-11 20:00:00,2024-03-12 00:00:00,2024-03-12 00:00:00,0.744,0,1,1,1,1,1,0.909747,2.027037,1.0,0.355134,0.333333,8,4,1.020339,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1530,BOUNDARY_AT_COUNTER_END,0.0,-0.677256,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-03-11 12:00:00,2024-03-12 20:00:00,2024-03-13 08:00:00,2024-03-13 12:00:00,2024-03-13 12:00:00,0.7882,1,1,1,1,0,1,0.560538,0.450653,0.552083,0.438386,0.333333,8,4,0.469121,0.5,1.0,0,,ADA_1539,BOUNDARY_AT_COUNTER_END,0.0,1.883408,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-03-12 04:00:00,2024-03-13 12:00:00,2024-03-14 00:00:00,2024-03-14 04:00:00,2024-03-14 04:00:00,0.704,1,1,1,1,1,1,1.028322,-0.605962,0.607306,0.670708,0.666667,8,4,0.83068,0.5,1.0,0,,ADA_1543,BOUNDARY_AT_COUNTER_END,0.0,3.446623,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-03-12 20:00:00,2024-03-14 04:00:00,2024-03-14 16:00:00,2024-03-14 20:00:00,2024-03-14 20:00:00,0.7336,0,1,1,1,1,1,0.819912,2.123731,0.7025,0.60731,0.666667,8,4,2.458228,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1547,BOUNDARY_AT_COUNTER_END,0.0,0.59102,1,1,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-03-13 08:00:00,2024-03-14 16:00:00,2024-03-15 04:00:00,2024-03-15 08:00:00,2024-03-15 08:00:00,0.8104,1,1,1,1,1,1,0.562785,-0.200157,0.113971,0.695748,1.0,8,4,1.281124,0.5,1.0,0,,ADA_1550,BOUNDARY_AT_COUNTER_END,0.0,3.16494,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-03-15 04:00:00,2024-03-16 12:00:00,2024-03-17 00:00:00,2024-03-17 04:00:00,2024-03-17 04:00:00,0.7402,1,1,0,1,0,1,0.82247,-0.901987,0.523649,0.606232,0.666667,8,4,1.275281,0.5,1.0,0,,ADA_1561,BOUNDARY_AT_COUNTER_END,0.0,2.833619,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-03-15 08:00:00,2024-03-16 16:00:00,2024-03-17 04:00:00,2024-03-17 08:00:00,2024-03-17 08:00:00,0.669,0,1,0,1,0,1,1.012048,0.615398,0.422131,0.717668,1.0,8,4,1.070225,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1562,BOUNDARY_AT_COUNTER_END,0.0,0.273699,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-03-16 12:00:00,2024-03-17 20:00:00,2024-03-18 08:00:00,2024-03-18 12:00:00,2024-03-18 12:00:00,0.7196,1,1,1,1,0,1,0.761953,0.010949,0.009231,0.557547,0.666667,8,4,0.542952,0.5,1.0,0,,ADA_1569,BOUNDARY_AT_COUNTER_END,0.0,2.111394,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-03-17 20:00:00,2024-03-19 04:00:00,2024-03-19 16:00:00,2024-03-19 20:00:00,2024-03-19 20:00:00,0.699,1,1,1,1,0,1,1.083465,-0.38684,0.355482,0.699144,0.666667,8,4,0.732911,0.5,1.0,0,,ADA_1577,BOUNDARY_AT_COUNTER_END,0.0,4.163761,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-03-22 20:00:00,2024-03-24 04:00:00,2024-03-24 16:00:00,2024-03-24 20:00:00,2024-03-24 20:00:00,0.6,1,1,1,1,1,1,1.152542,0.343886,1.0,0.42325,0.333333,8,4,0.604061,0.5,1.0,0,,ADA_1607,BOUNDARY_AT_COUNTER_END,0.0,3.966102,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-03-23 12:00:00,2024-03-24 20:00:00,2024-03-25 08:00:00,2024-03-25 12:00:00,2024-03-25 12:00:00,0.6223,1,1,1,1,0,1,1.60166,0.385557,0.882353,0.687082,0.666667,8,4,1.428571,0.5,1.0,0,,ADA_1611,BOUNDARY_AT_COUNTER_END,0.0,3.261411,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-03-24 00:00:00,2024-03-25 08:00:00,2024-03-25 20:00:00,2024-03-26 00:00:00,2024-03-26 00:00:00,0.6224,1,1,0,1,0,1,0.724541,-1.186161,0.447205,0.652613,0.666667,8,4,0.915916,0.5,1.0,0,,ADA_1614,BOUNDARY_AT_COUNTER_END,0.0,3.396772,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-03-24 20:00:00,2024-03-26 04:00:00,2024-03-26 16:00:00,2024-03-26 20:00:00,2024-03-26 20:00:00,0.6313,1,1,1,1,1,1,0.535294,1.057989,0.630901,0.704,0.666667,8,4,0.862534,0.5,1.0,0,,ADA_1619,BOUNDARY_AT_COUNTER_END,0.0,2.312745,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-03-25 08:00:00,2024-03-26 16:00:00,2024-03-27 04:00:00,2024-03-27 08:00:00,2024-03-27 08:00:00,0.6379,1,1,0,1,0,1,0.568998,0.594204,0.358025,0.550586,0.666667,8,4,0.69214,0.5,1.0,0,,ADA_1622,BOUNDARY_AT_COUNTER_END,0.0,1.270321,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-03-25 12:00:00,2024-03-26 20:00:00,2024-03-27 08:00:00,2024-03-27 12:00:00,2024-03-27 12:00:00,0.6837,1,1,0,1,0,1,1.417029,-0.526015,0.314741,0.501668,0.666667,8,4,0.827511,0.5,1.0,0,,ADA_1623,BOUNDARY_AT_COUNTER_END,0.0,3.034752,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-03-28 12:00:00,2024-03-29 20:00:00,2024-03-30 08:00:00,2024-03-30 12:00:00,2024-03-30 12:00:00,0.6678,1,1,0,1,0,1,0.580194,-0.435403,0.283721,0.724306,0.666667,8,4,0.820122,0.5,1.0,0,,ADA_1641,BOUNDARY_AT_COUNTER_END,0.0,1.303552,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-03-30 00:00:00,2024-03-31 08:00:00,2024-03-31 20:00:00,2024-04-01 00:00:00,2024-04-01 00:00:00,0.6691,1,1,1,1,1,1,0.538056,0.272727,0.681818,0.632894,0.666667,8,4,0.327273,0.5,1.0,0,,ADA_1650,BOUNDARY_AT_COUNTER_END,0.0,2.542577,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-03-30 04:00:00,2024-03-31 12:00:00,2024-04-01 00:00:00,2024-04-01 04:00:00,2024-04-01 04:00:00,0.6613,1,1,1,1,0,1,1.415054,-0.134412,0.159091,0.525461,0.333333,8,4,1.817259,0.5,1.0,0,,ADA_1651,BOUNDARY_AT_COUNTER_END,0.0,3.050896,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-03-31 00:00:00,2024-04-01 08:00:00,2024-04-01 20:00:00,2024-04-02 00:00:00,2024-04-02 00:00:00,0.6535,1,1,1,1,1,1,1.959385,-0.530303,0.196078,0.531705,0.666667,8,4,1.275132,0.5,1.0,0,,ADA_1656,BOUNDARY_AT_COUNTER_END,0.0,4.441273,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-03-31 08:00:00,2024-04-01 16:00:00,2024-04-02 04:00:00,2024-04-02 08:00:00,2024-04-02 08:00:00,0.6515,1,1,0,1,0,1,0.750246,-1.884615,0.875,0.526784,1.0,8,4,1.090323,0.5,1.0,0,,ADA_1658,BOUNDARY_AT_COUNTER_END,0.0,4.563422,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-03 12:00:00,2024-04-04 20:00:00,2024-04-05 08:00:00,2024-04-05 12:00:00,2024-04-05 12:00:00,0.5588,1,1,1,1,1,1,1.066941,1.502242,1.0,0.762452,0.333333,8,4,0.69657,0.5,1.0,0,,ADA_1677,BOUNDARY_AT_COUNTER_END,0.0,1.369722,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-04 00:00:00,2024-04-05 08:00:00,2024-04-05 20:00:00,2024-04-06 00:00:00,2024-04-06 00:00:00,0.5588,1,1,0,1,0,1,0.51881,-0.840545,0.6,0.800712,0.666667,8,4,0.593668,0.5,1.0,0,,ADA_1680,BOUNDARY_AT_COUNTER_END,0.0,1.721505,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-05 20:00:00,2024-04-07 04:00:00,2024-04-07 16:00:00,2024-04-07 20:00:00,2024-04-07 20:00:00,0.5714,1,1,0,1,0,1,0.688312,0.675278,0.472,0.657344,0.666667,8,4,0.820106,0.5,1.0,0,,ADA_1691,BOUNDARY_AT_COUNTER_END,0.0,2.311688,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-06 04:00:00,2024-04-07 12:00:00,2024-04-08 00:00:00,2024-04-08 04:00:00,2024-04-08 04:00:00,0.5765,1,1,1,1,1,1,1.469487,0.95559,0.427027,0.680634,1.0,8,4,0.972826,0.5,1.0,0,,ADA_1693,BOUNDARY_AT_COUNTER_END,0.0,2.096013,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-06 08:00:00,2024-04-07 16:00:00,2024-04-08 04:00:00,2024-04-08 08:00:00,2024-04-08 08:00:00,0.5765,1,1,1,1,0,1,1.417178,-1.307301,0.433071,0.602986,0.666667,8,4,1.643216,0.5,1.0,0,,ADA_1694,BOUNDARY_AT_COUNTER_END,0.0,3.392638,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-06 16:00:00,2024-04-08 00:00:00,2024-04-08 12:00:00,2024-04-08 16:00:00,2024-04-08 16:00:00,0.5799,1,1,0,1,0,1,0.755653,-2.796477,0.947761,0.553881,0.666667,8,4,2.069364,0.5,1.0,0,,ADA_1696,BOUNDARY_AT_COUNTER_END,0.0,3.563822,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-07 08:00:00,2024-04-08 16:00:00,2024-04-09 04:00:00,2024-04-09 08:00:00,2024-04-09 08:00:00,0.5793,1,1,1,1,1,1,0.88979,1.251622,1.0,0.567466,0.333333,8,4,0.672783,0.5,1.0,0,,ADA_1700,BOUNDARY_AT_COUNTER_END,0.0,3.076403,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-04-09 08:00:00,2024-04-10 16:00:00,2024-04-11 04:00:00,2024-04-11 08:00:00,2024-04-11 08:00:00,0.6242,1,1,1,1,1,1,0.676758,0.614655,1.0,0.720623,0.333333,8,4,0.358209,0.5,1.0,0,,ADA_1712,BOUNDARY_AT_COUNTER_END,0.0,2.905273,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-04-10 04:00:00,2024-04-11 12:00:00,2024-04-12 00:00:00,2024-04-12 04:00:00,2024-04-12 04:00:00,0.5945,1,1,1,1,1,1,0.766667,0.681396,1.0,0.637149,0.333333,8,4,0.453083,0.5,1.0,0,,ADA_1717,BOUNDARY_AT_COUNTER_END,0.0,1.066667,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-10 20:00:00,2024-04-12 04:00:00,2024-04-12 16:00:00,2024-04-12 20:00:00,2024-04-12 20:00:00,0.5755,0,1,0,1,0,1,1.021246,6.579221,0.937853,0.56191,0.666667,8,4,7.494737,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1721,BOUNDARY_AT_COUNTER_END,0.0,-3.609065,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-04-11 16:00:00,2024-04-13 00:00:00,2024-04-13 12:00:00,2024-04-13 16:00:00,2024-04-13 16:00:00,0.5924,1,1,1,1,0,1,2.037006,-0.041099,0.069767,0.538211,0.333333,8,4,0.58427,0.5,1.0,0,,ADA_1726,BOUNDARY_AT_COUNTER_END,0.0,5.557611,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-04-13 12:00:00,2024-04-14 20:00:00,2024-04-15 08:00:00,2024-04-15 12:00:00,2024-04-15 12:00:00,0.5143,1,1,1,1,0,1,0.618445,0.620467,0.5,0.549857,0.666667,8,4,0.462141,0.5,1.0,0,,ADA_1737,BOUNDARY_AT_COUNTER_END,0.0,1.681736,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-14 04:00:00,2024-04-15 12:00:00,2024-04-16 00:00:00,2024-04-16 04:00:00,2024-04-16 04:00:00,0.4383,1,1,1,1,1,1,0.760356,0.426009,0.513514,0.606106,1.0,8,4,0.894552,0.5,1.0,0,,ADA_1741,BOUNDARY_AT_COUNTER_END,0.0,1.537895,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-04-15 08:00:00,2024-04-16 16:00:00,2024-04-17 04:00:00,2024-04-17 08:00:00,2024-04-17 08:00:00,0.4952,1,1,1,1,0,1,0.502131,0.386329,0.747748,0.714932,0.333333,8,4,0.460993,0.5,1.0,0,,ADA_1748,BOUNDARY_AT_COUNTER_END,0.0,2.40625,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-15 16:00:00,2024-04-17 00:00:00,2024-04-17 12:00:00,2024-04-17 16:00:00,2024-04-17 16:00:00,0.4388,0,1,1,1,1,1,0.70979,1.25326,1.0,0.543441,0.333333,8,4,0.964377,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1750,BOUNDARY_AT_COUNTER_END,0.0,0.406294,1,1,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-04-16 04:00:00,2024-04-17 12:00:00,2024-04-18 00:00:00,2024-04-18 04:00:00,2024-04-18 04:00:00,0.4781,1,1,1,1,1,1,0.628099,0.942389,0.742739,0.851036,1.0,8,4,0.707692,0.5,1.0,0,,ADA_1753,BOUNDARY_AT_COUNTER_END,0.0,2.14876,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-04-17 00:00:00,2024-04-18 08:00:00,2024-04-18 20:00:00,2024-04-19 00:00:00,2024-04-19 00:00:00,0.4651,1,1,1,1,1,1,0.960842,0.430626,1.0,0.634965,0.333333,8,4,1.010554,0.5,1.0,0,,ADA_1758,BOUNDARY_AT_COUNTER_END,0.0,1.379368,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-17 08:00:00,2024-04-18 16:00:00,2024-04-19 04:00:00,2024-04-19 08:00:00,2024-04-19 08:00:00,0.4272,1,1,1,1,0,1,0.615143,-0.128526,0.063218,0.540222,0.666667,8,4,1.440828,0.5,1.0,0,,ADA_1760,BOUNDARY_AT_COUNTER_END,0.0,2.218909,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-18 00:00:00,2024-04-19 08:00:00,2024-04-19 20:00:00,2024-04-20 00:00:00,2024-04-20 00:00:00,0.4227,1,1,1,1,1,1,0.579104,-0.03406,0.06,0.687235,0.666667,8,4,0.689737,0.5,1.0,0,,ADA_1764,BOUNDARY_AT_COUNTER_END,0.0,3.295522,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-18 04:00:00,2024-04-19 12:00:00,2024-04-20 00:00:00,2024-04-20 04:00:00,2024-04-20 04:00:00,0.4227,1,1,1,1,0,1,1.068182,-0.360118,0.401274,0.63065,0.666667,8,4,0.778234,0.5,1.0,0,,ADA_1765,BOUNDARY_AT_COUNTER_END,0.0,4.204545,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-18 12:00:00,2024-04-19 20:00:00,2024-04-20 08:00:00,2024-04-20 12:00:00,2024-04-20 12:00:00,0.4227,1,1,0,1,0,1,0.814667,-0.468954,0.168033,0.7099,0.666667,8,4,0.713748,0.5,1.0,0,,ADA_1767,BOUNDARY_AT_COUNTER_END,0.0,3.81108,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-18 16:00:00,2024-04-20 00:00:00,2024-04-20 12:00:00,2024-04-20 16:00:00,2024-04-20 16:00:00,0.4227,1,1,1,1,0,1,0.61937,-0.743594,0.243948,0.632437,0.666667,8,4,0.828625,0.5,1.0,0,,ADA_1768,BOUNDARY_AT_COUNTER_END,0.0,4.43045,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-20 00:00:00,2024-04-21 08:00:00,2024-04-21 20:00:00,2024-04-22 00:00:00,2024-04-22 00:00:00,0.4643,1,1,1,1,0,1,0.571998,0.349232,0.454545,0.543085,0.333333,8,4,0.47205,0.5,1.0,0,,ADA_1776,BOUNDARY_AT_COUNTER_END,0.0,3.013453,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-04-21 00:00:00,2024-04-22 08:00:00,2024-04-22 20:00:00,2024-04-23 00:00:00,2024-04-23 00:00:00,0.5162,0,1,1,1,0,1,0.675524,0.574755,0.705263,0.588679,0.333333,8,4,0.621528,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1782,BOUNDARY_AT_COUNTER_END,0.0,0.626573,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2024-04-21 08:00:00,2024-04-22 16:00:00,2024-04-23 04:00:00,2024-04-23 08:00:00,2024-04-23 08:00:00,0.4874,1,1,1,1,1,1,0.555108,0.862366,1.0,0.617522,0.333333,8,4,0.551282,0.5,1.0,0,,ADA_1784,BOUNDARY_AT_COUNTER_END,0.0,2.568548,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-04-22 08:00:00,2024-04-23 16:00:00,2024-04-24 04:00:00,2024-04-24 08:00:00,2024-04-24 08:00:00,0.5225,1,1,0,1,0,1,0.593056,-0.047227,0.053763,0.628154,0.666667,8,4,0.902564,0.5,1.0,0,,ADA_1790,BOUNDARY_AT_COUNTER_END,0.0,2.352778,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-04-22 12:00:00,2024-04-23 20:00:00,2024-04-24 08:00:00,2024-04-24 12:00:00,2024-04-24 12:00:00,0.5225,1,1,1,1,0,1,1.901015,-0.159603,0.161905,0.55769,0.333333,8,4,1.637209,0.5,1.0,0,,ADA_1791,BOUNDARY_AT_COUNTER_END,0.0,4.050761,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-04-26 08:00:00,2024-04-27 16:00:00,2024-04-28 04:00:00,2024-04-28 08:00:00,2024-04-28 08:00:00,0.476,1,1,1,1,0,1,0.707581,0.850523,0.977273,0.659538,0.333333,8,4,0.703125,0.5,1.0,0,,ADA_1814,BOUNDARY_AT_COUNTER_END,0.0,0.828881,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-04-28 04:00:00,2024-04-29 12:00:00,2024-04-30 00:00:00,2024-04-30 04:00:00,2024-04-30 04:00:00,0.4785,1,1,1,1,0,1,0.642302,-0.010875,0.012346,0.879032,0.333333,8,4,0.431677,0.5,1.0,0,,ADA_1825,BOUNDARY_AT_COUNTER_END,0.0,2.972006,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-04-28 08:00:00,2024-04-29 16:00:00,2024-04-30 04:00:00,2024-04-30 08:00:00,2024-04-30 08:00:00,0.4761,1,1,1,1,0,1,1.919435,-0.202806,0.191919,0.647351,0.0,8,4,1.124161,0.5,1.0,0,,ADA_1826,BOUNDARY_AT_COUNTER_END,0.0,4.383039,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-04-29 04:00:00,2024-04-30 12:00:00,2024-05-01 00:00:00,2024-05-01 04:00:00,2024-05-01 04:00:00,0.4632,1,1,1,1,0,1,1.116193,0.426942,0.365079,0.691526,0.666667,8,4,0.641791,0.5,1.0,0,,ADA_1831,BOUNDARY_AT_COUNTER_END,0.0,3.071693,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-04-30 08:00:00,2024-05-01 16:00:00,2024-05-02 04:00:00,2024-05-02 08:00:00,2024-05-02 08:00:00,0.4184,1,1,1,1,1,1,0.611197,-0.209776,0.208633,0.830579,0.666667,8,4,0.837681,0.5,1.0,0,,ADA_1838,BOUNDARY_AT_COUNTER_END,0.0,2.495121,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-05-01 12:00:00,2024-05-02 20:00:00,2024-05-03 08:00:00,2024-05-03 12:00:00,2024-05-03 12:00:00,0.429,1,1,1,1,1,1,1.515464,0.768273,0.633987,0.469754,0.666667,8,4,0.644776,0.5,1.0,0,,ADA_1845,BOUNDARY_AT_COUNTER_END,0.0,3.046964,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-05-03 12:00:00,2024-05-04 20:00:00,2024-05-05 08:00:00,2024-05-05 12:00:00,2024-05-05 12:00:00,0.4471,1,1,1,1,0,1,0.619254,0.571915,0.40678,0.577358,0.333333,8,4,0.65625,0.5,1.0,0,,ADA_1857,BOUNDARY_AT_COUNTER_END,0.0,2.003469,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-05-04 12:00:00,2024-05-05 20:00:00,2024-05-06 08:00:00,2024-05-06 12:00:00,2024-05-06 12:00:00,0.4712,1,1,1,1,0,1,0.526646,0.930483,0.587302,0.523774,0.666667,8,4,1.277487,0.5,1.0,0,,ADA_1863,BOUNDARY_AT_COUNTER_END,0.0,1.163009,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-05-04 20:00:00,2024-05-06 04:00:00,2024-05-06 16:00:00,2024-05-06 20:00:00,2024-05-06 20:00:00,0.471,1,1,1,1,1,1,0.744332,-0.672519,0.90625,0.653163,0.666667,8,4,1.291005,0.5,1.0,0,,ADA_1865,BOUNDARY_AT_COUNTER_END,0.0,1.849883,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-05-05 16:00:00,2024-05-07 00:00:00,2024-05-07 12:00:00,2024-05-07 16:00:00,2024-05-07 16:00:00,0.4757,1,1,1,1,1,1,0.515337,0.311876,0.707317,0.793662,1.0,8,4,0.467213,0.5,1.0,0,,ADA_1870,BOUNDARY_AT_COUNTER_END,0.0,3.038344,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-05-05 20:00:00,2024-05-07 04:00:00,2024-05-07 16:00:00,2024-05-07 20:00:00,2024-05-07 20:00:00,0.4757,1,1,1,1,0,1,0.649652,-0.216584,0.227273,0.630871,0.666667,8,4,0.526316,0.5,1.0,0,,ADA_1871,BOUNDARY_AT_COUNTER_END,0.0,3.713844,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-05-06 04:00:00,2024-05-07 12:00:00,2024-05-08 00:00:00,2024-05-08 04:00:00,2024-05-08 04:00:00,0.4757,1,1,0,1,0,1,0.554033,-0.862733,0.588235,0.659992,0.666667,8,4,0.631579,0.5,1.0,0,,ADA_1873,BOUNDARY_AT_COUNTER_END,0.0,3.910198,1,1,1,1
